TermCRN,L,R,WL
SpringTerm2024-3263,,,
SpringTerm2024-3264,,,
SpringTerm2024-3265,,,
SpringTerm2024-3867,13,14,0
SpringTerm2024-3266,,,
SpringTerm2024-3267,,,
SpringTerm2024-3268,,,
SpringTerm2024-3269,,,
SpringTerm2024-3270,,,
SpringTerm2024-3271,,,
SpringTerm2024-3272,,,
SpringTerm2024-3273,,,
SpringTerm2025-3921,14,6,0
SpringTerm2025-3268,,,
SpringTerm2025-3269,,,
SpringTerm2025-3586,30,18,0
SpringTerm2025-3922,25,12,0
SpringTerm2025-3590,,8,0
SpringTerm2025-3270,,,
SpringTerm2025-3271,,,
SpringTerm2025-3272,,,
SpringTerm2025-3273,,,
SpringTerm2025-3937,20,20,0
SpringTerm2025-3727,,3,0
SpringTerm2025-3274,,,
SpringTerm2025-3275,,,
SpringTerm2025-3276,,,
SpringTerm2025-3277,,,
SpringTerm2025-3278,,,
SpringTerm2025-3279,,,
SpringTerm2025-3280,,,
SpringTerm2025-3281,,,
FallTerm2023-5724,40,36,0
FallTerm2023-5300,,,
FallTerm2023-5720,24,17,0
FallTerm2023-5637,35,17,0
FallTerm2023-5717,,12,0
FallTerm2023-5700,15,9,0
FallTerm2023-5765,35,15,0
FallTerm2023-6024,,9,0
FallTerm2023-5800,30,12,0
FallTerm2023-5610,24,22,0
FallTerm2023-5301,,,
FallTerm2023-5302,,,
FallTerm2023-5303,,,
FallTerm2023-5843,13,13,0
FallTerm2023-5304,,,
FallTerm2023-5305,,,
FallTerm2023-5306,,,
FallTerm2023-5307,,,
FallTerm2023-5308,,,
FallTerm2023-5309,,,
FallTerm2024-5915,25,9,0
FallTerm2024-5819,20,10,0
FallTerm2024-5315,,,
FallTerm2024-5907,19,5,0
FallTerm2024-5824,35,11,0
FallTerm2024-5826,35,35,0
FallTerm2024-5682,,3,0
FallTerm2024-6057,24,20,0
FallTerm2024-5996,15,15,0
FallTerm2024-5822,35,14,0
FallTerm2024-5316,,,
FallTerm2024-5317,,,
FallTerm2024-5318,,,
FallTerm2024-5831,,12,0
FallTerm2024-5319,,,
FallTerm2024-5320,,,
FallTerm2024-5321,,,
FallTerm2024-5322,,,
FallTerm2024-5323,,,
FallTerm2024-5324,,,
WinterTerm2024-1822,40,11,0
WinterTerm2024-1599,40,38,0
WinterTerm2024-1298,,,
WinterTerm2024-1824,,5,0
WinterTerm2024-1771,24,24,0
WinterTerm2024-1725,35,19,0
WinterTerm2024-1634,,8,0
WinterTerm2024-1299,,,
WinterTerm2024-1300,,,
WinterTerm2024-1301,,,
WinterTerm2024-1776,,10,0
WinterTerm2024-1637,,4,0
WinterTerm2024-1774,25,20,0
WinterTerm2024-1302,,,
WinterTerm2024-1303,,,
WinterTerm2024-1304,,,
WinterTerm2024-1305,,,
WinterTerm2024-1306,,,
WinterTerm2024-1307,,,
WinterTerm2025-1749,12,5,0
WinterTerm2025-1901,40,3,0
WinterTerm2025-1792,40,10,0
WinterTerm2025-1280,,,
WinterTerm2025-1683,25,10,0
WinterTerm2025-1889,14,3,0
WinterTerm2025-1591,20,19,0
WinterTerm2025-1796,24,21,0
WinterTerm2025-1281,,,
WinterTerm2025-1282,,,
WinterTerm2025-1283,,,
WinterTerm2025-1710,,6,0
WinterTerm2025-1860,13,11,0
WinterTerm2025-2076,15,15,1
WinterTerm2025-1284,,,
WinterTerm2025-1285,,,
WinterTerm2025-1286,,,
WinterTerm2025-1287,,,
WinterTerm2025-1288,,,
WinterTerm2025-1289,,,
SpringTerm2024-3663,24,18,0
SpringTerm2024-3759,40,39,0
SpringTerm2024-3581,40,37,0
SpringTerm2024-3274,,,
SpringTerm2024-4074,25,17,0
SpringTerm2024-3874,,15,0
SpringTerm2024-3754,24,17,0
SpringTerm2024-3911,24,23,0
SpringTerm2024-3275,,,
SpringTerm2024-3276,,,
SpringTerm2024-3277,,,
SpringTerm2024-4038,,10,0
SpringTerm2024-3641,,0,0
SpringTerm2024-3742,,12,0
SpringTerm2024-3906,12,12,0
SpringTerm2024-3278,,,
SpringTerm2024-3279,,,
SpringTerm2024-3280,,,
SpringTerm2024-3662,,2,
SpringTerm2024-4087,,,
SpringTerm2024-3281,,,
SpringTerm2024-3282,,,
SpringTerm2024-3283,,,
SpringTerm2025-3738,24,7,0
SpringTerm2025-3282,,,
SpringTerm2025-3283,,,
SpringTerm2025-3284,,,
SpringTerm2025-3285,,,
SpringTerm2025-3737,,0,0
SpringTerm2025-3729,,0,0
SpringTerm2025-3734,,0,0
SpringTerm2025-3826,25,25,3
SpringTerm2025-3878,13,13,5
SpringTerm2025-3286,,,
SpringTerm2025-3287,,,
SpringTerm2025-3288,,,
SpringTerm2025-3807,,2,
SpringTerm2025-3289,,,
SpringTerm2025-3290,,,
SpringTerm2025-3291,,,
FallTerm2023-5614,40,31,0
FallTerm2023-5310,,,
FallTerm2023-5311,,,
FallTerm2023-5613,18,18,0
FallTerm2023-5636,35,17,0
FallTerm2023-5635,15,7,0
FallTerm2023-5764,35,15,0
FallTerm2023-5996,,14,
FallTerm2023-5609,24,22,0
FallTerm2023-5312,,,
FallTerm2023-5313,,,
FallTerm2023-5314,,,
FallTerm2023-5315,,,
FallTerm2023-5611,18,9,0
FallTerm2023-5608,18,10,0
FallTerm2023-5316,,,
FallTerm2023-5317,,,
FallTerm2023-5318,,,
FallTerm2023-5319,,,
FallTerm2023-5320,,,
FallTerm2023-5321,,,
FallTerm2023-5322,,,
FallTerm2023-5323,,,
FallTerm2024-5832,40,10,0
FallTerm2024-5818,20,10,0
FallTerm2024-5325,,,
FallTerm2024-5326,,,
FallTerm2024-5327,,,
FallTerm2024-5820,15,14,0
FallTerm2024-5823,35,11,0
FallTerm2024-5828,35,6,0
FallTerm2024-5825,35,35,0
FallTerm2024-5835,15,8,0
FallTerm2024-6076,,9,0
FallTerm2024-5821,35,14,0
FallTerm2024-5328,,,
FallTerm2024-5329,,,
FallTerm2024-5330,,,
FallTerm2024-5331,,,
FallTerm2024-5833,18,9,0
FallTerm2024-5830,,12,0
FallTerm2024-5829,,7,
FallTerm2024-5332,,,
FallTerm2024-5333,,,
FallTerm2024-5334,,,
FallTerm2024-5335,,,
FallTerm2024-5336,,,
FallTerm2024-5337,,,
FallTerm2024-5338,,,
FallTerm2024-5339,,,
WinterTerm2024-1598,40,38,0
WinterTerm2024-1714,40,45,0
WinterTerm2024-1308,,,
WinterTerm2024-1309,,,
WinterTerm2024-1604,,8,
WinterTerm2024-1770,24,24,0
WinterTerm2024-1600,18,11,0
WinterTerm2024-1601,24,8,0
WinterTerm2024-1629,30,10,0
WinterTerm2024-1602,35,7,0
WinterTerm2024-1628,,12,
WinterTerm2024-1310,,,
WinterTerm2024-1311,,,
WinterTerm2024-1312,,,
WinterTerm2024-1313,,,
WinterTerm2024-1775,,10,0
WinterTerm2024-1773,25,20,0
WinterTerm2024-1603,18,6,0
WinterTerm2024-1314,,,
WinterTerm2024-1315,,,
WinterTerm2024-1316,,,
WinterTerm2024-1317,,,
WinterTerm2024-1318,,,
WinterTerm2024-1319,,,
WinterTerm2024-1320,,,
WinterTerm2024-1321,,,
WinterTerm2025-1791,40,10,0
WinterTerm2025-1863,40,40,2
WinterTerm2025-1290,,,
WinterTerm2025-1291,,,
WinterTerm2025-1292,,,
WinterTerm2025-1799,6,6,0
WinterTerm2025-1800,6,2,0
WinterTerm2025-1789,,7,
WinterTerm2025-1795,24,21,0
WinterTerm2025-1798,18,10,0
WinterTerm2025-1793,24,8,0
WinterTerm2025-1790,35,12,0
WinterTerm2025-1293,,,
WinterTerm2025-1294,,,
WinterTerm2025-1295,,,
WinterTerm2025-1296,,,
WinterTerm2025-1794,18,15,0
WinterTerm2025-1297,,,
WinterTerm2025-1298,,,
WinterTerm2025-1299,,,
WinterTerm2025-1300,,,
WinterTerm2025-1301,,,
WinterTerm2025-1302,,,
WinterTerm2025-1303,,,
WinterTerm2025-1304,,,
SpringTerm2024-3585,40,15,0
SpringTerm2024-3580,40,37,0
SpringTerm2024-3284,,,
SpringTerm2024-3285,,,
SpringTerm2024-3586,20,21,0
SpringTerm2024-3584,15,18,0
SpringTerm2024-4126,24,14,0
SpringTerm2024-3286,,,
SpringTerm2024-3287,,,
SpringTerm2024-3288,,,
SpringTerm2024-3289,,,
SpringTerm2024-4035,,10,0
SpringTerm2024-3582,,14,
SpringTerm2024-3579,15,12,0
SpringTerm2024-3741,,12,0
SpringTerm2024-3290,,,
SpringTerm2024-3291,,,
SpringTerm2024-3292,,,
SpringTerm2024-3293,,,
SpringTerm2024-3294,,,
SpringTerm2024-3295,,,
SpringTerm2024-3296,,,
SpringTerm2024-3297,,,
SpringTerm2025-3827,40,4,0
SpringTerm2025-3292,,,
SpringTerm2025-3293,,,
SpringTerm2025-3294,,,
SpringTerm2025-3830,18,14,0
SpringTerm2025-3823,20,10,0
SpringTerm2025-3829,15,3,0
SpringTerm2025-3824,30,8,0
SpringTerm2025-3837,24,18,0
SpringTerm2025-3831,24,4,0
SpringTerm2025-3654,,1,
SpringTerm2025-3295,,,
SpringTerm2025-3296,,,
SpringTerm2025-3297,,,
SpringTerm2025-3298,,,
SpringTerm2025-3825,25,25,3
SpringTerm2025-3828,,6,
SpringTerm2025-3833,18,8,0
SpringTerm2025-3299,,,
SpringTerm2025-3300,,,
SpringTerm2025-3301,,,
SpringTerm2025-3302,,,
SpringTerm2025-3303,,,
SpringTerm2025-3304,,,
SpringTerm2025-3305,,,
SpringTerm2025-3306,,,
FallTerm2024-5699,16,11,0
WinterTerm2024-1697,,19,
WinterTerm2025-1657,,26,
FallTerm2023-5723,40,36,0
FallTerm2023-5324,,,
FallTerm2023-5325,,,
FallTerm2023-5718,24,17,0
FallTerm2023-5823,,15,0
FallTerm2023-5716,,12,0
FallTerm2023-5728,35,19,0
FallTerm2023-5722,40,42,0
FallTerm2023-5326,,,
FallTerm2023-5327,,,
FallTerm2023-5328,,,
FallTerm2023-5329,,,
FallTerm2023-5727,18,17,0
FallTerm2023-5330,,,
FallTerm2023-5331,,,
FallTerm2023-5332,,,
FallTerm2023-5333,,,
FallTerm2023-5726,15,18,0
FallTerm2023-5334,,,
FallTerm2023-5335,,,
FallTerm2023-5336,,,
FallTerm2023-5337,,,
FallTerm2024-5914,25,9,0
FallTerm2024-5913,25,6,0
FallTerm2024-6094,,1,
FallTerm2024-5340,,,
FallTerm2024-5341,,,
FallTerm2024-5905,19,5,0
FallTerm2024-5919,,13,
FallTerm2024-5681,,3,0
FallTerm2024-5902,24,17,0
FallTerm2024-6065,,7,0
FallTerm2024-5970,25,13,0
FallTerm2024-5908,25,6,0
FallTerm2024-5342,,,
FallTerm2024-5343,,,
FallTerm2024-5344,,,
FallTerm2024-5345,,,
FallTerm2024-5917,18,4,0
FallTerm2024-5921,18,11,0
FallTerm2024-5346,,,
FallTerm2024-5347,,,
FallTerm2024-5348,,,
FallTerm2024-5349,,,
FallTerm2024-5916,15,10,0
FallTerm2024-5350,,,
FallTerm2024-5351,,,
FallTerm2024-5352,,,
FallTerm2024-5353,,,
WinterTerm2024-1821,40,11,0
WinterTerm2024-1741,40,15,0
WinterTerm2024-2013,,10,
WinterTerm2024-1322,,,
WinterTerm2024-1323,,,
WinterTerm2024-1823,,5,0
WinterTerm2024-1820,,22,0
WinterTerm2024-2051,,8,
WinterTerm2024-1733,,28,
WinterTerm2024-1734,18,17,0
WinterTerm2024-1856,,20,0
WinterTerm2024-1324,,,
WinterTerm2024-1325,,,
WinterTerm2024-1326,,,
WinterTerm2024-1327,,,
WinterTerm2024-1737,18,3,0
WinterTerm2024-1732,20,17,0
WinterTerm2024-1730,,14,0
WinterTerm2024-1328,,,
WinterTerm2024-1329,,,
WinterTerm2024-1330,,,
WinterTerm2024-1331,,,
WinterTerm2024-1740,15,13,0
WinterTerm2024-1332,,,
WinterTerm2024-1333,,,
WinterTerm2024-1334,,,
WinterTerm2024-1335,,,
WinterTerm2025-1900,40,3,0
WinterTerm2025-1904,22,7,0
WinterTerm2025-1880,17,7,0
WinterTerm2025-1883,9,9,1
WinterTerm2025-1305,,,
WinterTerm2025-1306,,,
WinterTerm2025-1887,14,3,0
WinterTerm2025-1650,,1,
WinterTerm2025-1899,40,11,0
WinterTerm2025-1902,,8,
WinterTerm2025-1892,18,12,0
WinterTerm2025-1939,15,5,0
WinterTerm2025-1807,16,7,0
WinterTerm2025-1890,16,2,0
WinterTerm2025-1307,,,
WinterTerm2025-1308,,,
WinterTerm2025-1309,,,
WinterTerm2025-1310,,,
WinterTerm2025-1895,18,0,0
WinterTerm2025-1878,18,2,0
WinterTerm2025-1903,20,12,0
WinterTerm2025-1311,,,
WinterTerm2025-1312,,,
WinterTerm2025-1313,,,
WinterTerm2025-1314,,,
WinterTerm2025-1898,15,6,0
WinterTerm2025-2078,15,7,0
WinterTerm2025-1315,,,
WinterTerm2025-1316,,,
WinterTerm2025-1317,,,
WinterTerm2025-1318,,,
SpringTerm2024-3758,40,39,0
SpringTerm2024-3755,24,24,0
SpringTerm2024-3298,,,
SpringTerm2024-3299,,,
SpringTerm2024-3762,20,13,0
SpringTerm2024-3873,,15,0
SpringTerm2024-3752,24,17,0
SpringTerm2024-3751,,6,
SpringTerm2024-3872,20,19,0
SpringTerm2024-3763,,27,
SpringTerm2024-3764,,8,0
SpringTerm2024-3761,35,23,0
SpringTerm2024-3300,,,
SpringTerm2024-3301,,,
SpringTerm2024-3302,,,
SpringTerm2024-3303,,,
SpringTerm2024-3760,18,2,0
SpringTerm2024-3757,15,8,0
SpringTerm2024-3304,,,
SpringTerm2024-3305,,,
SpringTerm2024-3306,,,
SpringTerm2024-3307,,,
SpringTerm2024-3308,,,
SpringTerm2024-3309,,,
SpringTerm2024-3310,,,
SpringTerm2024-3311,,,
SpringTerm2025-3896,40,12,0
SpringTerm2025-3307,,,
SpringTerm2025-3308,,,
SpringTerm2025-3895,25,5,0
SpringTerm2025-4070,,12,
SpringTerm2025-3897,20,7,0
SpringTerm2025-3899,20,15,0
SpringTerm2025-4087,,12,0
SpringTerm2025-3898,,18,
SpringTerm2025-3309,,,
SpringTerm2025-3310,,,
SpringTerm2025-3311,,,
SpringTerm2025-3312,,,
SpringTerm2025-3901,,6,
SpringTerm2025-3313,,,
SpringTerm2025-3314,,,
SpringTerm2025-3315,,,
SpringTerm2025-3316,,,
SpringTerm2025-3317,,,
SpringTerm2025-3318,,,
SpringTerm2025-3319,,,
SpringTerm2025-3320,,,
FallTerm2023-5621,24,23,0
FallTerm2023-6070,24,24,0
FallTerm2023-5993,35,40,0
FallTerm2023-6108,35,31,0
FallTerm2023-5338,,,
FallTerm2023-5339,,,
FallTerm2023-5340,,,
FallTerm2023-5341,,,
FallTerm2023-5342,,,
FallTerm2023-5343,,,
FallTerm2023-5344,,,
FallTerm2023-5345,,,
FallTerm2023-5346,,,
FallTerm2023-5347,,,
FallTerm2023-5348,,,
FallTerm2023-5349,,,
FallTerm2023-5350,,,
FallTerm2023-5351,,,
FallTerm2024-5031,24,24,1
FallTerm2024-5032,24,24,1
FallTerm2024-5765,25,25,1
FallTerm2024-5767,20,20,0
FallTerm2024-5354,,,
FallTerm2024-5355,,,
FallTerm2024-5769,35,22,0
FallTerm2024-5973,25,13,0
FallTerm2024-5356,,,
FallTerm2024-5357,,,
FallTerm2024-5358,,,
FallTerm2024-5359,,,
FallTerm2024-5839,,26,0
FallTerm2024-5360,,,
FallTerm2024-5361,,,
FallTerm2024-5362,,,
FallTerm2024-5363,,,
FallTerm2024-5364,,,
FallTerm2024-5365,,,
FallTerm2024-5366,,,
FallTerm2024-5367,,,
WinterTerm2024-1742,40,35,0
WinterTerm2024-1336,,,
WinterTerm2024-1337,,,
WinterTerm2024-2005,35,36,0
WinterTerm2024-1772,24,24,0
WinterTerm2024-1916,20,20,0
WinterTerm2024-1620,20,20,0
WinterTerm2024-1338,,,
WinterTerm2024-1339,,,
WinterTerm2024-1340,,,
WinterTerm2024-1341,,,
WinterTerm2024-2012,,10,0
WinterTerm2024-2133,25,7,0
WinterTerm2024-2108,,14,0
WinterTerm2024-1342,,,
WinterTerm2024-1343,,,
WinterTerm2024-1344,,,
WinterTerm2024-1345,,,
WinterTerm2024-1346,,,
WinterTerm2024-1347,,,
WinterTerm2024-1348,,,
WinterTerm2024-1349,,,
WinterTerm2025-1319,,,
WinterTerm2025-1320,,,
WinterTerm2025-1721,35,35,6
WinterTerm2025-1797,24,21,0
WinterTerm2025-2126,20,7,0
WinterTerm2025-2128,20,10,0
WinterTerm2025-1805,20,20,2
WinterTerm2025-1321,,,
WinterTerm2025-1322,,,
WinterTerm2025-1323,,,
WinterTerm2025-1324,,,
WinterTerm2025-1325,,,
WinterTerm2025-1326,,,
WinterTerm2025-1327,,,
WinterTerm2025-1328,,,
WinterTerm2025-1329,,,
WinterTerm2025-1330,,,
WinterTerm2025-1331,,,
WinterTerm2025-1332,,,
SpringTerm2024-4004,35,39,0
SpringTerm2024-3312,,,
SpringTerm2024-3313,,,
SpringTerm2024-4006,35,33,0
SpringTerm2024-4130,,11,0
SpringTerm2024-3314,,,
SpringTerm2024-3315,,,
SpringTerm2024-3316,,,
SpringTerm2024-3317,,,
SpringTerm2024-4036,,10,0
SpringTerm2024-4090,,19,0
SpringTerm2024-4128,15,12,0
SpringTerm2024-3318,,,
SpringTerm2024-3319,,,
SpringTerm2024-3320,,,
SpringTerm2024-3321,,,
SpringTerm2024-3322,,,
SpringTerm2024-3323,,,
SpringTerm2024-3324,,,
SpringTerm2024-3325,,,
SpringTerm2025-3756,20,12,0
SpringTerm2025-3321,,,
SpringTerm2025-3322,,,
SpringTerm2025-3758,35,35,1
SpringTerm2025-3760,35,33,0
SpringTerm2025-3720,,10,0
SpringTerm2025-3996,16,11,0
SpringTerm2025-3323,,,
SpringTerm2025-3324,,,
SpringTerm2025-3325,,,
SpringTerm2025-3326,,,
SpringTerm2025-3327,,,
SpringTerm2025-3328,,,
SpringTerm2025-3329,,,
SpringTerm2025-3330,,,
SpringTerm2025-3331,,,
SpringTerm2025-3332,,,
SpringTerm2025-3333,,,
SpringTerm2025-3334,,,
FallTerm2023-5618,40,16,0
FallTerm2023-5352,,,
FallTerm2023-5353,,,
FallTerm2023-5354,,,
FallTerm2023-5355,,,
FallTerm2023-5831,20,20,0
FallTerm2023-5356,,,
FallTerm2023-5357,,,
FallTerm2023-5358,,,
FallTerm2023-5619,,2,
FallTerm2023-5359,,,
FallTerm2023-5360,,,
FallTerm2023-5361,,,
FallTerm2024-5770,25,3,0
FallTerm2024-5368,,,
FallTerm2024-5998,15,6,0
FallTerm2024-5771,,9,
FallTerm2024-5369,,,
FallTerm2024-5370,,,
FallTerm2024-5371,,,
FallTerm2024-5735,24,22,0
FallTerm2024-5372,,,
FallTerm2024-5373,,,
FallTerm2024-5374,,,
FallTerm2024-5375,,,
FallTerm2024-5376,,,
FallTerm2024-5377,,,
WinterTerm2024-1849,30,21,0
WinterTerm2024-1350,,,
WinterTerm2024-1613,,15,
WinterTerm2024-1612,,9,
WinterTerm2024-2059,,6,0
WinterTerm2024-1351,,,
WinterTerm2024-1352,,,
WinterTerm2024-1353,,,
WinterTerm2024-1354,,,
WinterTerm2024-1355,,,
WinterTerm2024-1356,,,
WinterTerm2024-1357,,,
WinterTerm2024-1358,,,
WinterTerm2024-1359,,,
WinterTerm2025-1694,20,12,0
WinterTerm2025-1333,,,
WinterTerm2025-1787,10,6,0
WinterTerm2025-1785,30,22,0
WinterTerm2025-2095,,1,0
WinterTerm2025-1675,20,8,0
WinterTerm2025-1725,,14,
WinterTerm2025-1723,,3,
WinterTerm2025-1334,,,
WinterTerm2025-1335,,,
WinterTerm2025-1336,,,
WinterTerm2025-2008,15,15,3
WinterTerm2025-1337,,,
WinterTerm2025-1338,,,
WinterTerm2025-1339,,,
WinterTerm2025-1724,,7,
WinterTerm2025-1340,,,
WinterTerm2025-1341,,,
WinterTerm2025-1342,,,
SpringTerm2024-3601,40,10,0
SpringTerm2024-3856,30,21,0
SpringTerm2024-3326,,,
SpringTerm2024-3714,30,32,0
SpringTerm2024-3600,20,13,0
SpringTerm2024-3327,,,
SpringTerm2024-3328,,,
SpringTerm2024-3329,,,
SpringTerm2024-3599,,13,
SpringTerm2024-3738,15,15,0
SpringTerm2024-3330,,,
SpringTerm2024-3331,,,
SpringTerm2024-3332,,,
SpringTerm2024-3333,,,
SpringTerm2024-3334,,,
SpringTerm2024-3335,,,
SpringTerm2025-3761,25,11,0
SpringTerm2025-3706,20,6,0
SpringTerm2025-3335,,,
SpringTerm2025-3820,30,25,0
SpringTerm2025-4080,,12,0
SpringTerm2025-3336,,,
SpringTerm2025-3337,,,
SpringTerm2025-3338,,,
SpringTerm2025-3799,20,10,0
SpringTerm2025-3999,15,12,0
SpringTerm2025-3339,,,
SpringTerm2025-3340,,,
SpringTerm2025-3341,,,
SpringTerm2025-3342,,,
SpringTerm2025-3343,,,
SpringTerm2025-3344,,,
FallTerm2023-6099,30,25,0
FallTerm2023-5678,30,20,0
FallTerm2023-5682,30,12,0
FallTerm2023-5683,30,19,0
FallTerm2023-5362,,,
FallTerm2023-5602,25,25,0
FallTerm2023-6121,25,13,0
FallTerm2023-5679,20,23,0
FallTerm2023-6036,,29,
FallTerm2023-5363,,,
FallTerm2023-5364,,,
FallTerm2023-5365,,,
FallTerm2023-5366,,,
FallTerm2023-6035,,7,
FallTerm2023-5367,,,
FallTerm2023-5368,,,
FallTerm2023-5369,,,
FallTerm2023-5370,,,
FallTerm2023-5371,,,
FallTerm2023-5372,,,
FallTerm2024-5794,10,6,0
FallTerm2024-5795,10,9,1
FallTerm2024-5796,15,14,3
FallTerm2024-5797,15,15,2
FallTerm2024-5378,,,
FallTerm2024-6120,25,10,0
FallTerm2024-5798,20,20,3
FallTerm2024-5961,20,16,0
FallTerm2024-5379,,,
FallTerm2024-5380,,,
FallTerm2024-5381,,,
FallTerm2024-5382,,,
FallTerm2024-5799,,10,
FallTerm2024-5383,,,
FallTerm2024-5384,,,
FallTerm2024-5385,,,
FallTerm2024-5386,,,
FallTerm2024-5387,,,
FallTerm2024-5388,,,
WinterTerm2024-2107,30,16,0
WinterTerm2024-1676,30,25,0
WinterTerm2024-1677,30,24,0
WinterTerm2024-1678,30,13,0
WinterTerm2024-1360,,,
WinterTerm2024-1679,20,20,0
WinterTerm2024-1680,20,11,0
WinterTerm2024-1681,20,12,0
WinterTerm2024-1682,,28,0
WinterTerm2024-1361,,,
WinterTerm2024-1362,,,
WinterTerm2024-1363,,,
WinterTerm2024-1364,,,
WinterTerm2024-1684,,14,
WinterTerm2024-1365,,,
WinterTerm2024-1366,,,
WinterTerm2024-1367,,,
WinterTerm2024-1368,,,
WinterTerm2024-1369,,,
WinterTerm2024-1370,,,
WinterTerm2025-1759,10,6,0
WinterTerm2025-1760,10,3,0
WinterTerm2025-1761,15,14,1
WinterTerm2025-1762,15,6,0
WinterTerm2025-1343,,,
WinterTerm2025-1763,10,10,4
WinterTerm2025-1764,20,12,0
WinterTerm2025-1780,,19,0
WinterTerm2025-1344,,,
WinterTerm2025-1345,,,
WinterTerm2025-1346,,,
WinterTerm2025-1347,,,
WinterTerm2025-1765,,13,
WinterTerm2025-1348,,,
WinterTerm2025-1349,,,
WinterTerm2025-1350,,,
WinterTerm2025-1351,,,
WinterTerm2025-1352,,,
WinterTerm2025-1353,,,
SpringTerm2024-4106,30,10,0
SpringTerm2024-3706,30,22,0
SpringTerm2024-3707,30,23,0
SpringTerm2024-3336,,,
SpringTerm2024-3708,20,17,0
SpringTerm2024-3998,25,10,0
SpringTerm2024-3709,20,17,0
SpringTerm2024-3337,,,
SpringTerm2024-3338,,,
SpringTerm2024-3339,,,
SpringTerm2024-3340,,,
SpringTerm2024-4019,,6,
SpringTerm2024-3711,,15,
SpringTerm2024-3341,,,
SpringTerm2024-3342,,,
SpringTerm2024-3343,,,
SpringTerm2024-3344,,,
SpringTerm2024-3345,,,
SpringTerm2024-3346,,,
SpringTerm2025-3800,10,6,0
SpringTerm2025-3801,15,14,0
SpringTerm2025-3802,15,8,0
SpringTerm2025-3345,,,
SpringTerm2025-3803,10,6,0
SpringTerm2025-3692,25,23,14
SpringTerm2025-3804,20,10,0
SpringTerm2025-3816,20,17,0
SpringTerm2025-3805,20,14,0
SpringTerm2025-3346,,,
SpringTerm2025-3347,,,
SpringTerm2025-3348,,,
SpringTerm2025-3349,,,
SpringTerm2025-3806,,8,
SpringTerm2025-3822,,12,
SpringTerm2025-3350,,,
SpringTerm2025-3351,,,
SpringTerm2025-3352,,,
SpringTerm2025-3353,,,
SpringTerm2025-3354,,,
SpringTerm2025-3355,,,
FallTerm2023-5373,,,
FallTerm2023-5374,,,
FallTerm2023-5760,,7,
FallTerm2023-5761,,13,
FallTerm2023-5375,,,
FallTerm2023-5376,,,
FallTerm2023-5377,,,
FallTerm2023-5378,,,
FallTerm2023-5762,,4,
FallTerm2023-5379,,,
FallTerm2023-5380,,,
FallTerm2023-5381,,,
FallTerm2023-5382,,,
FallTerm2023-5383,,,
FallTerm2023-5384,,,
FallTerm2023-5385,,,
FallTerm2023-5386,,,
FallTerm2024-5389,,,
FallTerm2024-5390,,,
FallTerm2024-6095,,9,
FallTerm2024-5974,,4,
FallTerm2024-5975,,3,
FallTerm2024-5391,,,
FallTerm2024-5392,,,
FallTerm2024-5393,,,
FallTerm2024-5394,,,
FallTerm2024-5976,8,6,0
FallTerm2024-6096,,,
FallTerm2024-5395,,,
FallTerm2024-5396,,,
FallTerm2024-5397,,,
FallTerm2024-5398,,,
FallTerm2024-5399,,,
FallTerm2024-5400,,,
FallTerm2024-5401,,,
FallTerm2024-5402,,,
WinterTerm2024-1371,,,
WinterTerm2024-1372,,,
WinterTerm2024-1764,15,2,0
WinterTerm2024-1765,20,4,0
WinterTerm2024-1766,,5,
WinterTerm2024-1767,,11,
WinterTerm2024-1373,,,
WinterTerm2024-1374,,,
WinterTerm2024-1375,,,
WinterTerm2024-1376,,,
WinterTerm2024-1768,,6,
WinterTerm2024-1377,,,
WinterTerm2024-1378,,,
WinterTerm2024-1379,,,
WinterTerm2024-1380,,,
WinterTerm2024-1381,,,
WinterTerm2024-1382,,,
WinterTerm2024-1383,,,
WinterTerm2024-1384,,,
WinterTerm2025-1982,4,1,0
WinterTerm2025-1354,,,
WinterTerm2025-1355,,,
WinterTerm2025-2116,20,5,0
WinterTerm2025-2117,,7,
WinterTerm2025-1980,,2,
WinterTerm2025-1981,,5,
WinterTerm2025-1356,,,
WinterTerm2025-1357,,,
WinterTerm2025-1358,,,
WinterTerm2025-1359,,,
WinterTerm2025-1983,8,6,0
WinterTerm2025-1360,,,
WinterTerm2025-1361,,,
WinterTerm2025-1362,,,
WinterTerm2025-1363,,,
WinterTerm2025-1364,,,
WinterTerm2025-1365,,,
WinterTerm2025-1366,,,
WinterTerm2025-1367,,,
SpringTerm2024-3785,8,8,0
SpringTerm2024-3347,,,
SpringTerm2024-3348,,,
SpringTerm2024-3786,20,3,0
SpringTerm2024-3787,,6,
SpringTerm2024-3788,,5,
SpringTerm2024-3349,,,
SpringTerm2024-3350,,,
SpringTerm2024-3351,,,
SpringTerm2024-3352,,,
SpringTerm2024-3789,10,7,0
SpringTerm2024-3790,,9,
SpringTerm2024-3353,,,
SpringTerm2024-3354,,,
SpringTerm2024-3355,,,
SpringTerm2024-3356,,,
SpringTerm2024-3357,,,
SpringTerm2024-3358,,,
SpringTerm2024-3359,,,
SpringTerm2024-3360,,,
SpringTerm2025-3968,8,2,0
SpringTerm2025-3356,,,
SpringTerm2025-3357,,,
SpringTerm2025-4102,20,4,0
SpringTerm2025-3969,8,5,0
SpringTerm2025-3966,,3,
SpringTerm2025-3967,,2,
SpringTerm2025-3358,,,
SpringTerm2025-3359,,,
