CRN,Term,Time,"Times 2nd (lab, etc)",Instructors,Course Link,meeting_details
1704,2 (Winter 2024),01:50 PM-03:00 PM MWF,,G. Fares,term_in=202420&crn_in=1704&subj_code_in=ARHI&crse_numb_in=275,01:50 PM-03:00 PM MWF     MAIN 401
1724,2 (Winter 2024),11:10 AM-12:20 PM MWF,,N. Lin,term_in=202420&crn_in=1724&subj_code_in=ARHI&crse_numb_in=284,11:10 AM-12:20 PM MWF     WRIS 224
1720,2 (Winter 2024),12:40 PM-02:25 PM TR,,B. Zinsli,term_in=202420&crn_in=1720&subj_code_in=ARHI&crse_numb_in=315,12:40 PM-02:25 PM TR      MEMO 002
1723,2 (Winter 2024),02:35 PM-04:20 PM TR,,E. Carlson,term_in=202420&crn_in=1723&subj_code_in=ARHI&crse_numb_in=320,02:35 PM-04:20 PM TR      WRIS 221
1057,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1057&subj_code_in=ARHI&crse_numb_in=390,Arranged
1058,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1058&subj_code_in=ARHI&crse_numb_in=391,Arranged
1059,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1059&subj_code_in=ARHI&crse_numb_in=395,Arranged
1060,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1060&subj_code_in=ARHI&crse_numb_in=399,Arranged
1061,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1061&subj_code_in=ARHI&crse_numb_in=590,Arranged
1062,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1062&subj_code_in=ARHI&crse_numb_in=591,Arranged
1063,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1063&subj_code_in=ARHI&crse_numb_in=595,Arranged
1064,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1064&subj_code_in=ARHI&crse_numb_in=599,Arranged
1722,2 (Winter 2024),10:25 AM-12:10 PM TR,,E. Carlson,term_in=202420&crn_in=1722&subj_code_in=ARHI&crse_numb_in=680,10:25 AM-12:10 PM TR      WRIS 215
1065,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1065&subj_code_in=ARHI&crse_numb_in=690,Arranged
1066,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1066&subj_code_in=ARHI&crse_numb_in=691,Arranged
1067,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1067&subj_code_in=ARHI&crse_numb_in=695,Arranged
1068,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1068&subj_code_in=ARHI&crse_numb_in=699,Arranged
1945,2 (Winter 2025),09:50 AM-11:00 AM MWF,,B. Zinsli,term_in=202520&crn_in=1945&subj_code_in=ARHI&crse_numb_in=101,09:50 AM-11:00 AM MWF     MEMO 002
1942,2 (Winter 2025),08:30 AM-09:40 AM MWF,,D. Joyner,term_in=202520&crn_in=1942&subj_code_in=ARHI&crse_numb_in=135,08:30 AM-09:40 AM MWF      
1021,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1021&subj_code_in=ARHI&crse_numb_in=191,Arranged
1022,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1022&subj_code_in=ARHI&crse_numb_in=195,Arranged
1944,2 (Winter 2025),11:10 AM-12:20 PM MWF,,D. Joyner,term_in=202520&crn_in=1944&subj_code_in=ARHI&crse_numb_in=220,11:10 AM-12:20 PM MWF     WRIS 221
1652,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1652&subj_code_in=ARHI&crse_numb_in=246,Arranged
1947,2 (Winter 2025),02:35 PM-04:20 PM TR,,E. Carlson,term_in=202520&crn_in=1947&subj_code_in=ARHI&crse_numb_in=370,02:35 PM-04:20 PM TR      WRIS 221
1023,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1023&subj_code_in=ARHI&crse_numb_in=390,Arranged
1024,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1024&subj_code_in=ARHI&crse_numb_in=391,Arranged
1025,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1025&subj_code_in=ARHI&crse_numb_in=395,Arranged
1026,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1026&subj_code_in=ARHI&crse_numb_in=399,Arranged
1027,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1027&subj_code_in=ARHI&crse_numb_in=590,Arranged
1028,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1028&subj_code_in=ARHI&crse_numb_in=591,Arranged
1029,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1029&subj_code_in=ARHI&crse_numb_in=595,Arranged
1030,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1030&subj_code_in=ARHI&crse_numb_in=599,Arranged
1946,2 (Winter 2025),10:25 AM-12:10 PM TR,,E. Carlson,term_in=202520&crn_in=1946&subj_code_in=ARHI&crse_numb_in=680,10:25 AM-12:10 PM TR      WRIS 215
1031,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1031&subj_code_in=ARHI&crse_numb_in=690,Arranged
1032,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1032&subj_code_in=ARHI&crse_numb_in=691,Arranged
1033,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1033&subj_code_in=ARHI&crse_numb_in=695,Arranged
1034,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1034&subj_code_in=ARHI&crse_numb_in=699,Arranged
3750,3 (Spring 2024),11:10 AM-12:20 PM MWF,,E. Carlson,term_in=202430&crn_in=3750&subj_code_in=ARHI&crse_numb_in=101,11:10 AM-12:20 PM MWF     MEMO 002
3748,3 (Spring 2024),03:10 PM-04:20 PM MWF,,N. Lin,term_in=202430&crn_in=3748&subj_code_in=ARHI&crse_numb_in=175,03:10 PM-04:20 PM MWF     WRIS 224
3031,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3031&subj_code_in=ARHI&crse_numb_in=191,Arranged
3032,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3032&subj_code_in=ARHI&crse_numb_in=195,Arranged
3746,3 (Spring 2024),,,K. Godman,term_in=202430&crn_in=3746&subj_code_in=ARHI&crse_numb_in=247,Arranged
3747,3 (Spring 2024),09:50 AM-11:00 AM MWF,,B. Zinsli,term_in=202430&crn_in=3747&subj_code_in=ARHI&crse_numb_in=250,09:50 AM-11:00 AM MWF     MEMO 002
4095,3 (Spring 2024),11:10 AM-12:20 PM MWF,,N. Lin,term_in=202430&crn_in=4095&subj_code_in=ARHI&crse_numb_in=287,11:10 AM-12:20 PM MWF     WRIS 221
4092,3 (Spring 2024),01:50 PM-03:00 PM MW,,E. Carlson,term_in=202430&crn_in=4092&subj_code_in=ARHI&crse_numb_in=292,01:50 PM-03:00 PM MW      WRIS 221
3033,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3033&subj_code_in=ARHI&crse_numb_in=390,Arranged
3034,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3034&subj_code_in=ARHI&crse_numb_in=391,Arranged
3035,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3035&subj_code_in=ARHI&crse_numb_in=395,Arranged
3036,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3036&subj_code_in=ARHI&crse_numb_in=399,Arranged
3037,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3037&subj_code_in=ARHI&crse_numb_in=590,Arranged
3038,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3038&subj_code_in=ARHI&crse_numb_in=591,Arranged
3039,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3039&subj_code_in=ARHI&crse_numb_in=595,Arranged
3040,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3040&subj_code_in=ARHI&crse_numb_in=599,Arranged
3041,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3041&subj_code_in=ARHI&crse_numb_in=690,Arranged
3042,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3042&subj_code_in=ARHI&crse_numb_in=691,Arranged
3043,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3043&subj_code_in=ARHI&crse_numb_in=695,Arranged
3044,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3044&subj_code_in=ARHI&crse_numb_in=699,Arranged
3941,3 (Spring 2025),01:50 PM-03:00 PM MWF,,E. Carlson,term_in=202530&crn_in=3941&subj_code_in=ARHI&crse_numb_in=101,01:50 PM-03:00 PM MWF      
3023,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3023&subj_code_in=ARHI&crse_numb_in=191,Arranged
3024,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3024&subj_code_in=ARHI&crse_numb_in=195,Arranged
4095,3 (Spring 2025),11:10 AM-12:20 PM MWF,,D. Joyner,term_in=202530&crn_in=4095&subj_code_in=ARHI&crse_numb_in=213,11:10 AM-12:20 PM MWF     WRIS 221
3940,3 (Spring 2025),09:50 AM-11:00 AM MWF,,E. Carlson,term_in=202530&crn_in=3940&subj_code_in=ARHI&crse_numb_in=240,09:50 AM-11:00 AM MWF     WRIS 221
3944,3 (Spring 2025),10:25 AM-12:10 PM TR,,D. Joyner,term_in=202530&crn_in=3944&subj_code_in=ARHI&crse_numb_in=301,10:25 AM-12:10 PM TR      WRIS 215
3025,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3025&subj_code_in=ARHI&crse_numb_in=390,Arranged
3026,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3026&subj_code_in=ARHI&crse_numb_in=391,Arranged
3027,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3027&subj_code_in=ARHI&crse_numb_in=395,Arranged
3028,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3028&subj_code_in=ARHI&crse_numb_in=399,Arranged
3942,3 (Spring 2025),10:25 AM-12:10 PM TR,,D. Joyner,term_in=202530&crn_in=3942&subj_code_in=ARHI&crse_numb_in=400,10:25 AM-12:10 PM TR      WRIS 215
3029,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3029&subj_code_in=ARHI&crse_numb_in=590,Arranged
3030,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3030&subj_code_in=ARHI&crse_numb_in=591,Arranged
3031,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3031&subj_code_in=ARHI&crse_numb_in=595,Arranged
3032,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3032&subj_code_in=ARHI&crse_numb_in=599,Arranged
3033,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3033&subj_code_in=ARHI&crse_numb_in=690,Arranged
3034,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3034&subj_code_in=ARHI&crse_numb_in=691,Arranged
3035,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3035&subj_code_in=ARHI&crse_numb_in=695,Arranged
3036,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3036&subj_code_in=ARHI&crse_numb_in=699,Arranged
5818,1 (Fall 2023),01:00 PM-04:00 PM MW,,M. Sullivan,term_in=202350&crn_in=5818&subj_code_in=ART&crse_numb_in=100,01:00 PM-04:00 PM MW      WRIS 102
5819,1 (Fall 2023),01:00 PM-04:00 PM MW,,T. Conrad,term_in=202350&crn_in=5819&subj_code_in=ART&crse_numb_in=110,01:00 PM-04:00 PM MW      MEMO 104
5820,1 (Fall 2023),08:30 AM-11:30 AM TR,,R. Neilson,term_in=202350&crn_in=5820&subj_code_in=ART&crse_numb_in=115,08:30 AM-11:30 AM TR      WRIS 102
5071,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5071&subj_code_in=ART&crse_numb_in=191,Arranged
5072,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5072&subj_code_in=ART&crse_numb_in=195,Arranged
5815,1 (Fall 2023),08:30 AM-11:30 AM MW,,T. Conrad,term_in=202350&crn_in=5815&subj_code_in=ART&crse_numb_in=200,08:30 AM-11:30 AM MW      WRIS 105
5813,1 (Fall 2023),08:30 AM-11:30 AM TR,,B. Rinehart,term_in=202350&crn_in=5813&subj_code_in=ART&crse_numb_in=220,08:30 AM-11:30 AM TR      WRIS 105
5814,1 (Fall 2023),01:00 PM-04:00 PM TR,,B. Rinehart,term_in=202350&crn_in=5814&subj_code_in=ART&crse_numb_in=226,01:00 PM-04:00 PM TR      MEMO 012
5811,1 (Fall 2023),01:00 PM-04:00 PM MW,,J. Shimon,term_in=202350&crn_in=5811&subj_code_in=ART&crse_numb_in=230,01:00 PM-04:00 PM MW      WRIS 116
5809,1 (Fall 2023),08:30 AM-11:30 AM MW,,J. Shimon,term_in=202350&crn_in=5809&subj_code_in=ART&crse_numb_in=240,08:30 AM-11:30 AM MW      AGCH 013
5817,1 (Fall 2023),08:30 AM-11:30 AM MW,,M. Sullivan,term_in=202350&crn_in=5817&subj_code_in=ART&crse_numb_in=250,08:30 AM-11:30 AM MW      WRIS 124
6075,1 (Fall 2023),10:25 AM-12:10 PM TR,,K. Fyfe,term_in=202350&crn_in=6075&subj_code_in=ART&crse_numb_in=318,10:25 AM-12:10 PM TR      AGCH 013
5073,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5073&subj_code_in=ART&crse_numb_in=390,Arranged
5074,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5074&subj_code_in=ART&crse_numb_in=391,Arranged
5075,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5075&subj_code_in=ART&crse_numb_in=395,Arranged
5076,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5076&subj_code_in=ART&crse_numb_in=399,Arranged
5077,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5077&subj_code_in=ART&crse_numb_in=590,Arranged
5078,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5078&subj_code_in=ART&crse_numb_in=591,Arranged
5079,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5079&subj_code_in=ART&crse_numb_in=595,Arranged
5080,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5080&subj_code_in=ART&crse_numb_in=599,Arranged
5816,1 (Fall 2023),02:35 PM-04:20 PM TR,,R. Neilson,term_in=202350&crn_in=5816&subj_code_in=ART&crse_numb_in=600,02:35 PM-04:20 PM TR      MEMO 105
5081,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5081&subj_code_in=ART&crse_numb_in=690,Arranged
5082,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5082&subj_code_in=ART&crse_numb_in=691,Arranged
5083,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5083&subj_code_in=ART&crse_numb_in=695,Arranged
5084,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5084&subj_code_in=ART&crse_numb_in=699,Arranged
5807,1 (Fall 2024),01:00 PM-04:00 PM TR,,M. Sullivan,term_in=202450&crn_in=5807&subj_code_in=ART&crse_numb_in=100,01:00 PM-04:00 PM TR      WRIS 102
5801,1 (Fall 2024),01:00 PM-04:00 PM MW,,T. Conrad,term_in=202450&crn_in=5801&subj_code_in=ART&crse_numb_in=110,01:00 PM-04:00 PM MW      MEMO 104
5071,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5071&subj_code_in=ART&crse_numb_in=191,Arranged
5072,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5072&subj_code_in=ART&crse_numb_in=195,Arranged
5800,1 (Fall 2024),08:30 AM-11:30 AM MW,,T. Conrad,term_in=202450&crn_in=5800&subj_code_in=ART&crse_numb_in=200,08:30 AM-11:30 AM MW      WRIS 105
5805,1 (Fall 2024),01:00 PM-04:00 PM MW,,B. Rinehart,term_in=202450&crn_in=5805&subj_code_in=ART&crse_numb_in=220,01:00 PM-04:00 PM MW      WRIS 105
5804,1 (Fall 2024),08:30 AM-11:30 AM MW,,B. Rinehart,term_in=202450&crn_in=5804&subj_code_in=ART&crse_numb_in=222,08:30 AM-11:30 AM MW      MEMO 012
5806,1 (Fall 2024),08:30 AM-11:30 AM TR,,M. Sullivan,term_in=202450&crn_in=5806&subj_code_in=ART&crse_numb_in=250,08:30 AM-11:30 AM TR      WRIS 124
5803,1 (Fall 2024),01:00 PM-04:00 PM TR,,R. Neilson,term_in=202450&crn_in=5803&subj_code_in=ART&crse_numb_in=270,01:00 PM-04:00 PM TR      WRIS 134
5933,1 (Fall 2024),12:40 PM-02:25 PM TR,,A. Haydock,term_in=202450&crn_in=5933&subj_code_in=ART&crse_numb_in=318,12:40 PM-02:25 PM TR      AGCH 013
5931,1 (Fall 2024),10:25 AM-12:10 PM TR,,A. Haydock,term_in=202450&crn_in=5931&subj_code_in=ART&crse_numb_in=371,10:25 AM-12:10 PM TR      AGCH 013
5073,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5073&subj_code_in=ART&crse_numb_in=390,Arranged
5074,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5074&subj_code_in=ART&crse_numb_in=391,Arranged
5075,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5075&subj_code_in=ART&crse_numb_in=395,Arranged
5076,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5076&subj_code_in=ART&crse_numb_in=399,Arranged
5077,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5077&subj_code_in=ART&crse_numb_in=590,Arranged
5078,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5078&subj_code_in=ART&crse_numb_in=591,Arranged
5079,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5079&subj_code_in=ART&crse_numb_in=595,Arranged
5080,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5080&subj_code_in=ART&crse_numb_in=599,Arranged
5802,1 (Fall 2024),10:25 AM-12:10 PM TR,,R. Neilson,term_in=202450&crn_in=5802&subj_code_in=ART&crse_numb_in=600,10:25 AM-12:10 PM TR      MEMO 105
5081,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5081&subj_code_in=ART&crse_numb_in=690,Arranged
5082,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5082&subj_code_in=ART&crse_numb_in=691,Arranged
5083,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5083&subj_code_in=ART&crse_numb_in=695,Arranged
5084,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5084&subj_code_in=ART&crse_numb_in=699,Arranged
1839,2 (Winter 2024),08:30 AM-11:30 AM TR,,R. Neilson,term_in=202420&crn_in=1839&subj_code_in=ART&crse_numb_in=100,08:30 AM-11:30 AM TR      WRIS 102
1834,2 (Winter 2024),01:00 PM-04:00 PM MW,,B. Rinehart,term_in=202420&crn_in=1834&subj_code_in=ART&crse_numb_in=105,01:00 PM-04:00 PM MW      AGCH 013
1069,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1069&subj_code_in=ART&crse_numb_in=191,Arranged
1070,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1070&subj_code_in=ART&crse_numb_in=195,Arranged
1831,2 (Winter 2024),01:00 PM-04:00 PM TR,,T. Conrad,term_in=202420&crn_in=1831&subj_code_in=ART&crse_numb_in=212,01:00 PM-04:00 PM TR      MEMO 104
1829,2 (Winter 2024),08:30 AM-11:30 AM MW,,J. Shimon,term_in=202420&crn_in=1829&subj_code_in=ART&crse_numb_in=245,08:30 AM-11:30 AM MW      AGCH 034
1840,2 (Winter 2024),01:00 PM-04:00 PM TR,,R. Neilson,term_in=202420&crn_in=1840&subj_code_in=ART&crse_numb_in=270,01:00 PM-04:00 PM TR      WRIS 134
1827,2 (Winter 2024),08:30 AM-11:30 AM TR,,T. Conrad,term_in=202420&crn_in=1827&subj_code_in=ART&crse_numb_in=300,08:30 AM-11:30 AM TR      WRIS 105
2083,2 (Winter 2024),10:25 AM-12:10 PM TR,,K. Fyfe,term_in=202420&crn_in=2083&subj_code_in=ART&crse_numb_in=319,10:25 AM-12:10 PM TR      AGCH 013
1832,2 (Winter 2024),08:30 AM-11:30 AM MW,,B. Rinehart,term_in=202420&crn_in=1832&subj_code_in=ART&crse_numb_in=322,08:30 AM-11:30 AM MW      MEMO 012
1837,2 (Winter 2024),08:30 AM-11:30 AM MW,,M. Sullivan,term_in=202420&crn_in=1837&subj_code_in=ART&crse_numb_in=350,08:30 AM-11:30 AM MW      WRIS 124
1071,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1071&subj_code_in=ART&crse_numb_in=390,Arranged
1072,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1072&subj_code_in=ART&crse_numb_in=391,Arranged
1073,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1073&subj_code_in=ART&crse_numb_in=395,Arranged
1074,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1074&subj_code_in=ART&crse_numb_in=399,Arranged
1828,2 (Winter 2024),08:30 AM-11:30 AM TR,,T. Conrad,term_in=202420&crn_in=1828&subj_code_in=ART&crse_numb_in=500,08:30 AM-11:30 AM TR      WRIS 105
1825,2 (Winter 2024),01:00 PM-04:00 PM MW,,J. Shimon,term_in=202420&crn_in=1825&subj_code_in=ART&crse_numb_in=501,01:00 PM-04:00 PM MW      WRIS 215
1833,2 (Winter 2024),08:30 AM-11:30 AM MW,,B. Rinehart,term_in=202420&crn_in=1833&subj_code_in=ART&crse_numb_in=522,08:30 AM-11:30 AM MW      MEMO 012
1838,2 (Winter 2024),08:30 AM-11:30 AM MW,,M. Sullivan,term_in=202420&crn_in=1838&subj_code_in=ART&crse_numb_in=550,08:30 AM-11:30 AM MW      WRIS 124
1075,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1075&subj_code_in=ART&crse_numb_in=590,Arranged
1076,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1076&subj_code_in=ART&crse_numb_in=591,Arranged
1077,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1077&subj_code_in=ART&crse_numb_in=595,Arranged
1078,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1078&subj_code_in=ART&crse_numb_in=599,Arranged
1826,2 (Winter 2024),01:00 PM-04:00 PM MW,,J. Shimon,term_in=202420&crn_in=1826&subj_code_in=ART&crse_numb_in=601,01:00 PM-04:00 PM MW      WRIS 215
1079,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1079&subj_code_in=ART&crse_numb_in=690,Arranged
1080,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1080&subj_code_in=ART&crse_numb_in=691,Arranged
1081,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1081&subj_code_in=ART&crse_numb_in=695,Arranged
1082,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1082&subj_code_in=ART&crse_numb_in=699,Arranged
1970,2 (Winter 2025),08:30 AM-11:30 AM TR,,B. Rinehart,term_in=202520&crn_in=1970&subj_code_in=ART&crse_numb_in=105,08:30 AM-11:30 AM TR      STEI 128
1951,2 (Winter 2025),08:30 AM-11:30 AM MW,,R. Neilson,term_in=202520&crn_in=1951&subj_code_in=ART&crse_numb_in=115,08:30 AM-11:30 AM MW      WRIS 102
1035,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1035&subj_code_in=ART&crse_numb_in=191,Arranged
1036,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1036&subj_code_in=ART&crse_numb_in=195,Arranged
1768,2 (Winter 2025),01:00 PM-04:00 PM MW,,T. Conrad,term_in=202520&crn_in=1768&subj_code_in=ART&crse_numb_in=212,01:00 PM-04:00 PM MW      MEMO 104
1915,2 (Winter 2025),02:35 PM-04:20 PM TR,,K. Fyfe,term_in=202520&crn_in=1915&subj_code_in=ART&crse_numb_in=224,02:35 PM-04:20 PM TR      AGCH 015
1954,2 (Winter 2025),01:00 PM-04:00 PM MW,,J. Shimon,term_in=202520&crn_in=1954&subj_code_in=ART&crse_numb_in=230,01:00 PM-04:00 PM MW      WRIS 116
1949,2 (Winter 2025),08:30 AM-11:30 AM MW,,J. Shimon,term_in=202520&crn_in=1949&subj_code_in=ART&crse_numb_in=240,08:30 AM-11:30 AM MW      AGCH 013
1766,2 (Winter 2025),08:30 AM-11:30 AM MW,,T. Conrad,term_in=202520&crn_in=1766&subj_code_in=ART&crse_numb_in=300,08:30 AM-11:30 AM MW      WRIS 105
1956,2 (Winter 2025),01:00 PM-04:00 PM TR,,B. Rinehart,term_in=202520&crn_in=1956&subj_code_in=ART&crse_numb_in=320,01:00 PM-04:00 PM TR      WRIS 105
1972,2 (Winter 2025),08:30 AM-11:30 AM TR,,M. Sullivan,term_in=202520&crn_in=1972&subj_code_in=ART&crse_numb_in=350,08:30 AM-11:30 AM TR      WRIS 124
1952,2 (Winter 2025),01:00 PM-04:00 PM MW,,R. Neilson,term_in=202520&crn_in=1952&subj_code_in=ART&crse_numb_in=370,01:00 PM-04:00 PM MW      WRIS 134
1037,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1037&subj_code_in=ART&crse_numb_in=390,Arranged
1038,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1038&subj_code_in=ART&crse_numb_in=391,Arranged
1039,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1039&subj_code_in=ART&crse_numb_in=395,Arranged
1040,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1040&subj_code_in=ART&crse_numb_in=399,Arranged
1767,2 (Winter 2025),08:30 AM-11:30 AM MW,,T. Conrad,term_in=202520&crn_in=1767&subj_code_in=ART&crse_numb_in=500,08:30 AM-11:30 AM MW       
1958,2 (Winter 2025),01:00 PM-04:00 PM TR,,M. Sullivan,term_in=202520&crn_in=1958&subj_code_in=ART&crse_numb_in=501,01:00 PM-04:00 PM TR      WRIS 215
1957,2 (Winter 2025),01:00 PM-04:00 PM TR,,B. Rinehart,term_in=202520&crn_in=1957&subj_code_in=ART&crse_numb_in=520,01:00 PM-04:00 PM TR       
1973,2 (Winter 2025),08:30 AM-11:30 AM TR,,M. Sullivan,term_in=202520&crn_in=1973&subj_code_in=ART&crse_numb_in=550,08:30 AM-11:30 AM TR       
1953,2 (Winter 2025),01:00 PM-04:00 PM MW,,R. Neilson,term_in=202520&crn_in=1953&subj_code_in=ART&crse_numb_in=570,01:00 PM-04:00 PM MW       
1041,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1041&subj_code_in=ART&crse_numb_in=590,Arranged
1042,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1042&subj_code_in=ART&crse_numb_in=591,Arranged
1043,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1043&subj_code_in=ART&crse_numb_in=595,Arranged
1044,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1044&subj_code_in=ART&crse_numb_in=599,Arranged
1959,2 (Winter 2025),01:00 PM-04:00 PM TR,,M. Sullivan,term_in=202520&crn_in=1959&subj_code_in=ART&crse_numb_in=601,01:00 PM-04:00 PM TR       
1045,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1045&subj_code_in=ART&crse_numb_in=690,Arranged
1046,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1046&subj_code_in=ART&crse_numb_in=691,Arranged
1047,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1047&subj_code_in=ART&crse_numb_in=695,Arranged
1048,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1048&subj_code_in=ART&crse_numb_in=699,Arranged
3853,3 (Spring 2024),08:30 AM-11:30 AM MW,,M. Sullivan,term_in=202430&crn_in=3853&subj_code_in=ART&crse_numb_in=100,08:30 AM-11:30 AM MW      WRIS 102
3848,3 (Spring 2024),08:30 AM-11:30 AM TR,,T. Conrad,term_in=202430&crn_in=3848&subj_code_in=ART&crse_numb_in=110,08:30 AM-11:30 AM TR      MEMO 104
3045,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3045&subj_code_in=ART&crse_numb_in=191,Arranged
3046,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3046&subj_code_in=ART&crse_numb_in=195,Arranged
4010,3 (Spring 2024),10:25 AM-12:10 PM TR,,R. Neilson,term_in=202430&crn_in=4010&subj_code_in=ART&crse_numb_in=213,10:25 AM-12:10 PM TR      WRIS 221
