CRN,Term,Dept,Num,Name,APR,Units,PreReqs,Description,IS_DS_TU_IN
6012,1 (Fall 2023),OFFC,264,WOODS HOLE SEA SEMESTER,APR,18,,"SEA programs are designed to develop in students a talent for the application of scientific thinking and method to the marine environment. This program gives undergraduates the opportunity to study the ocean from a multitude of academic perspectives and to do it from the platform of a traditional sailing vessel. It is open to students in the sciences, humanities, and social sciences as well as to those who are “undecided.” This is a unique opportunity for Lawrence students, scientists and non-scientists alike, to learn about our maritime heritage (in art, literature, philosophy, and politics) and to develop the observational and investigative skills that grow from sustained attention to complex physical data. The 12-week program is divided into the Shore Component (the first six weeks) and the Sea Component (the remaining six weeks). No sailing experience is necessary. Note: Lawrence is not affiliated with the specialized programs “Oceans and Climate” and “Documenting Change.”",N
6013,1 (Fall 2023),OFFC,266,ARCADIA U: UNIV OF YORK,APR,18,,This program creates an opportunity for strong students across a range of majors to study one or two subjects in a British tutorial system similar to that employed at Oxford and Cambridge. Students wishing to study in the English department must complete additional application materials. Final admission decisions rest with the host university.,N
6014,1 (Fall 2023),OFFC,280,ISA GRANADA SPAIN TERM,,18,,"This ISA program offers Spanish majors a classroom-based program with courses largely taught through the University of Granada program for foreigners. Based on the results of a placement exam administered on site, ""advanced"" students choose from courses, principally in the humanities, offered through the University of Granada Hispanic studies program. Students who do not pass the placement exam, usually students with ""high intermediate"" to ""low advanced"" language skills, may choose from a more limited curriculum in the Spanish Language and Culture program.",N
5035,1 (Fall 2024),OFFC,234,QUEBEC SEMINAR/INTERNSHIP,APR,Variable,,"This program in French-speaking Chicoutimi, Canada, combines nine weeks of intensive coursework on French language and Québécois culture with four weeks of full-time internship in a business, governmental, or non-governmental organization.  The program is organized through the Ecole de langue français et de culture québécoise at the Université du Québec Chicoutimi. Students are housed with French-speaking families and participate in cultural and social activities organized by the Ecole.  The program is only offered for a Fall Term. Previous language study is required.",N
5036,1 (Fall 2024),OFFC,253,IES PARIS FRANCE,APR,21,,"IES Paris offers students the opportunity to combine French language study, French-taught area studies courses offered by the program, internship opportunities, and integrated study at l’Université de Paris-Sorbonne, l’Université Paris VIII, and l’Institut Catholique. Music students may pursue performance and/or content study at the Ecole Normale de Musique de Paris/Alfred Cortot.  Students are placed in a home stay to facilitate language development. Note: Lawrence is not affiliated with with the ""Business and International Affairs"" program.  The program is offered for a semester or academic year. Previous language study is required.  ",N
5037,1 (Fall 2024),OFFC,259,ARCADIA U:OXFORD UNIVERSITY,APR,15,,"This program offers very strong students with an expressed interest in pursuing graduate study the opportunity to pursue focused study in a single subject area at one of four Oxford colleges: St. Anne’s College, St. Edmund Hall, St. Hilda’s College (women only), and Lady Margaret Hall. Placements are available across the arts, sciences, and social sciences. This is an integrated program of study whereby Lawrence students participate in a given college’s tutorial system alongside its degree-seeking students. This program is offered fall term, spring semester, or for an academic year. Applicants must have junior or senior standing at the beginning of the program. Final admission decisions rest with the host university.",N
5038,1 (Fall 2024),OFFC,264,WOODS HOLE SEA SEMESTER,APR,18,,"SEA programs are designed to develop in students a talent for the application of scientific thinking and method to the marine environment. This program gives undergraduates the opportunity to study the ocean from a multitude of academic perspectives and to do it from the platform of a traditional sailing vessel. It is open to students in the sciences, humanities, and social sciences as well as to those who are “undecided.” This is a unique opportunity for Lawrence students, scientists and non-scientists alike, to learn about our maritime heritage (in art, literature, philosophy, and politics) and to develop the observational and investigative skills that grow from sustained attention to complex physical data. The 12-week program is divided into the Shore Component (the first six weeks) and the Sea Component (the remaining six weeks). No sailing experience is necessary. Note: Lawrence is not affiliated with the specialized programs “Oceans and Climate” and “Documenting Change.”",N
5039,1 (Fall 2024),OFFC,266,ARCADIA U: UNIV OF YORK,APR,18,,This program creates an opportunity for strong students across a range of majors to study one or two subjects in a British tutorial system similar to that employed at Oxford and Cambridge. Students wishing to study in the English department must complete additional application materials. Final admission decisions rest with the host university.,N
5040,1 (Fall 2024),OFFC,280,ISA GRANADA SPAIN TERM,,18,,"This ISA program offers Spanish majors a classroom-based program with courses largely taught through the University of Granada program for foreigners. Based on the results of a placement exam administered on site, ""advanced"" students choose from courses, principally in the humanities, offered through the University of Granada Hispanic studies program. Students who do not pass the placement exam, usually students with ""high intermediate"" to ""low advanced"" language skills, may choose from a more limited curriculum in the Spanish Language and Culture program.",N
7011,1.5 (Fall Sem 2023),OFFC,200,IES VIENNA MUSIC,APR,21,,"IES Vienna - Music offers a comprehensive music curriculum featuring individual music instruction, history, and theory, as well as a Music Performance Workshop (audition required) and music-related internship options. Along with music, students take German language instruction and can choose additional electives from a broad range of area studies courses in the humanities and social studies. Most area studies courses are taught in English, but students with advanced German proficiency may also choose to pursue integrated study at the Universität Wien.",N
7137,1.5 (Fall Sem 2023),OFFC,200,IES VIENNA MUSIC,APR,21,,"IES Vienna - Music offers a comprehensive music curriculum featuring individual music instruction, history, and theory, as well as a Music Performance Workshop (audition required) and music-related internship options. Along with music, students take German language instruction and can choose additional electives from a broad range of area studies courses in the humanities and social studies. Most area studies courses are taught in English, but students with advanced German proficiency may also choose to pursue integrated study at the Universität Wien.",N
7012,1.5 (Fall Sem 2023),OFFC,201,ACM FLORENCE PROGRAM,APR,21,,"The ACM Florence Program focuses on Renaissance painting, sculpture, architecture, history, and literature. Italian language instruction, a studio art course, and courses providing a broad perspective on Italian contributions to world civilization facilitate study of the Florentine artistic and cultural heritage.   Visits to museums and galleries, short field trips to other cities throughout Italy, and discussions with local scholars supplement the coursework. Students are also placed in a home stay to facilitate language development.  The program is only offered for a fall semester. No previous language study is required. Previous coursework in art history is recommended. Students interested in a spring semester program should see the ACM London and Florence: Arts in Context program. ",N
7013,1.5 (Fall Sem 2023),OFFC,203,ACM INDIA STUDIES,APR,21,,"The ACM India Studies Program offers students an excellent opportunity to observe the interaction of tradition and modernity that characterizes contemporary India. Students enroll at Tilak Maharashtra Vidyapeeth for an academic session, where they pursue language instruction, then take four area-studies courses and complete an independent study project.  Participants are placed in home stays, and the academic program is supplemented by field trips to nearby cultural sites. A variety of extracurricular activities, such as dance, yoga, weaving, and batik, can also be arranged. No previous language study is required.  The program is only offered for a fall semester and begins in mid-July.",N
7014,1.5 (Fall Sem 2023),OFFC,204,ACM JAPAN STUDIES,APR,21,,"This ACM/GLCA program places students at Waseda University’s International Division in Tokyo, pursuing language study and Asian studies courses taught in English. A family-living experience in Tokyo provides an invaluable education in Japanese culture. The program is recommended to students for a full-year, though applications are considered for only a semester.  Previous language study is required.   ",N
7015,1.5 (Fall Sem 2023),OFFC,205,ACM LATIN AMER CULT & SOCIETY,APR,21,,"This interdisciplinary ACM program is for students seeking to develop an understanding of life in Latin America. Language study is stressed as the key to understanding the culture. Coursework in language, literature, geography, anthropology, politics, and cultural change enables students to develop insights that are reinforced by field trips and two weeks of field work in rural areas. Students also live with host families.  The program is only offered for a fall semester. Previous language study is required.",N
7016,1.5 (Fall Sem 2023),OFFC,206,ACM NEWBERRY LIBRARY PROG,APR,21,,"Based at the world-renowned Newberry Library in Chicago, this ACM program provides a powerful introduction to the art of pursuing original research. Students in the program attend interdisciplinary seminars taught by visiting professors and work with resident scholars and library staff to research and write a major research paper based on the Newberry’s broad collections in the humanities. The program is only offered for a fall semester.",N
7017,1.5 (Fall Sem 2023),OFFC,207,ACM OAK RIDGE SCIENCE PROG,APR,21,,"The ACM/GLCA Oak Ridge Science Semester enables advanced undergraduates to study and conduct research in the prestigious and challenging scientific environment of the Oak Ridge National Laboratory (ORNL) near Knoxville, Tennessee. The majority of a student’s time is spent participating in a long-range research project with an advisor specializing in biology, chemistry, engineering, mathematics, or the physical or social sciences. In addition, students participate in an interdisciplinary seminar and lecture series designed to broaden their exposure to developments in their major field and related disciplines. The program is only offered for a fall semester.",N
7018,1.5 (Fall Sem 2023),OFFC,213,INTERCOL CNTR CLASSICAL STUDY,APR,21,,"Based in Rome, the ICCS offers a curriculum exploring classical Roman civilization. The core seminar, The Ancient City, explores aspects of Roman archaeology and topography, as well as the social and urban history of Rome and Roman civilization. Students also choose three elective courses from offerings in ancient history and archaeology, Latin literature, and ancient art.  Weekly field trips to sites in and near Rome supplement the coursework. The program is offered for a semester. Previous study of Latin and the classical Roman civilization is expected.",N
7019,1.5 (Fall Sem 2023),OFFC,230,ACM TANZANIA PROGRAM,APR,21,,"This ACM program offers a unique opportunity to conduct field work in some of the world’s greatest paleoanthropological and ecological sites. The program is divided between courses in intensive Swahili, human evolution, and the ecology of the Serengeti at the University of Dar es Salaam and field research in the Northern Region of Tanzania. The program is physically and academically demanding and only well-qualified students will be selected.  The program is only offered for a fall semester. No previous language study is required.",N
7020,1.5 (Fall Sem 2023),OFFC,231,SEM IN ENVIRONMENTAL SCIENCE,APR,21,,"The Semester in Environmental Science is offered at the world-renowned Ecosystems Center of the Marine Biological Laboratory (MBL) in Woods Hole, Massachusetts. Students participate in two core seminars focusing on, respectively, aquatic and terrestrial ecosystems. They also choose an elective seminar and pursue an independent research project under the guidance of the MBL staff and faculty. The program is offered for a semester.",N
7021,1.5 (Fall Sem 2023),OFFC,233,ASSOCIATED COLLEGES IN CHINA,APR,21,,"Based at the Capital University of Economics and Business in Beijing, the Associated Colleges in China Program combines intensive Chinese language study with lectures on Chinese society, art, literature, and history. The program includes a weekly language practicum, visits with host families, and field trips to culturally and historically significant locations.  The program is offered for a summer term, a semester, or an academic year. Previous language study is required.",N
7022,1.5 (Fall Sem 2023),OFFC,234,QUEBEC SEMINAR/INTERNSHIP,APR,Variable,,"This program in French-speaking Chicoutimi, Canada, combines nine weeks of intensive coursework on French language and Québécois culture with four weeks of full-time internship in a business, governmental, or non-governmental organization.  The program is organized through the Ecole de langue français et de culture québécoise at the Université du Québec Chicoutimi. Students are housed with French-speaking families and participate in cultural and social activities organized by the Ecole.  The program is only offered for a Fall Term. Previous language study is required.",N
7023,1.5 (Fall Sem 2023),OFFC,235,IES MILAN ITALY,APR,21,,"Approved only for B.Mus. and B.A. Music students to pursue music study, IES Milan offers an opportunity to combine musical instruction with beginning and intermediate language study and area-studies courses taught in English. The program is offered for a semester or academic year. No previous language study is required.",N
7024,1.5 (Fall Sem 2023),OFFC,236,IES VIENNA EU SOCIETY&CLTRE,APR,21,,"IES Vienna - European Society and Culture offers a broad curriculum in the humanities and social sciences. Students participating on this program take one required German language course and then choose from English-taught or German-taught area studies courses in a range of subjects, including art history, business, history, political science, psychology, and more! Students with advanced German proficiency may also choose to pursue integrated study at the Universität Wien.",N
7025,1.5 (Fall Sem 2023),OFFC,237,IES BERLIN GERMANY,APR,21,,"IES Berlin offers advanced students the opportunity to combine German language study, German-taught area-studies courses offered by the program, integrated study at the Humboldt Universität, and internship opportunities. Note: Lawrence is not affiliated with the ""Metropolitan Studies"" program. The program is offered for a semester or academic year. Students wishing to pursue courses at the Universität must opt for the academic year. Previous language study is required.",N
7026,1.5 (Fall Sem 2023),OFFC,238,IES FREIBURG GERMANY,APR,21,,"IES Freiburg offers students the opportunity to combine German language study, German-taught area studies courses offered by the program, integrated study at the Albert-Ludwigs Universität, and internship opportunities.  The program is offered for a semester or academic year. Students wishing to pursue courses at the Universität must opt for the academic year. Previous language study is required.",N
7027,1.5 (Fall Sem 2023),OFFC,240,IES SALAMANCA SPAIN,APR,21,,"IES Salamanca offers Spanish-taught courses focusing on Iberian culture, comparative studies of the Mediterranean Basin, and comparative studies of Spain and Latin America. The majority of students combine program courses with study at the Universidad de Salamanca. The program also offers education and internships.  The program is offered for a semester or academic year. Previous language study is required.",N
7028,1.5 (Fall Sem 2023),OFFC,244,IES SANTIAGO CHILE,,21,,"IES Santiago offers an opportunity to pursue Spanish language study, Spanish-taught program courses, integrated study at the Universidad de Chile or the Pontificia Universidad Católica, internships, and service learning. Students are also placed in a home stay to facilitate language development. The program is offered for a semester, academic year, or calendar year. The fall-semester and academic-year programs start in mid-July, the spring-semester and calendar-year programs in early March. Previous language study is required.",N
7029,1.5 (Fall Sem 2023),OFFC,247,COLLEGE YEAR IN ATHENS,,21,,"The College Year in Athens offers courses in English focusing on Ancient Greece but also offers many classes on pre-historic, classical, post-classical, Byzantine, and modern Greece. In addition to offering courses useful to classics majors, the CYA curriculum includes offerings that would interest students of art history, archaeology, and Near East culture and history.  All courses make full use of the resources available in Athens, with many of the classes conducted wholly or in part in museums or at historic sites. CYA regularly draws on the broad range of European and U.S. scholars pursuing research in Athens to offer lectures and colloquia at the CYA facility.  The program is offered for a fall semester, spring semester, or academic year.",N
7030,1.5 (Fall Sem 2023),OFFC,248,WASHINGTON SEMESTER,APR,21,,"The Washington Semester enables students to participate in a thematic program of study at the American University in Washington, D.C. The Lawrence-approved program tracks are: American politics, economic policy, foreign policy, justice, and public law. In addition to the core seminar, students pursue an internship related to the program topic and an independent study project. The program is offered for a semester.",N
7031,1.5 (Fall Sem 2023),OFFC,249,IES AMSTERDAM NETHERLANDS,APR,21,,"IES Amsterdam offers anthropology and gender studies students an opportunity to pursue Dutch language study; integrated study in English at the University of Amsterdam; and an integrated tutorial, field, or service-learning experience and field research project.  IES also offers a Gender and Sexuality Seminar in which students may enroll.",N
7032,1.5 (Fall Sem 2023),OFFC,250,IES EUROPEAN UNION GERMANY,APR,21,,"IES European Union offers students an opportunity to study in depth the on-going development of the European Union (EU). In addition to a core seminar and a German language class, students may pursue courses in one of three tracks: economics, political science, or international relations.  The program includes substantial field study, with trips to the European Parliament, Court of Justice, Commission and Council for the EU, and the European Central Bank, among others. In addition, all fall students are guaranteed participation in a weekend-long model EU simulation. Internship opportunities are also available. The program is offered for a semester. No previous language study is required.",N
7033,1.5 (Fall Sem 2023),OFFC,252,IES NANTES FRANCE,APR,21,,"IES Nantes offers students the opportunity to combine French language study, French-taught area studies courses offered by the program, integrated study at l’Université de Nantes, and internship opportunities. Students are also placed in a home stay to facilitate language development.  The program is offered for a semester or academic year. Previous language study is required.",N
7034,1.5 (Fall Sem 2023),OFFC,253,IES PARIS FRANCE,APR,21,,"IES Paris offers students the opportunity to combine French language study, French-taught area studies courses offered by the program, internship opportunities, and integrated study at l’Université de Paris-Sorbonne, l’Université Paris VIII, and l’Institut Catholique. Music students may pursue performance and/or content study at the Ecole Normale de Musique de Paris/Alfred Cortot.  Students are placed in a home stay to facilitate language development. Note: Lawrence is not affiliated with with the ""Business and International Affairs"" program.  The program is offered for a semester or academic year. Previous language study is required.  ",N
7035,1.5 (Fall Sem 2023),OFFC,254,IES TOKYO JAPAN,APR,21,,"IES Tokyo offers an opportunity to study Japanese society and culture. English-taught program courses, integrated study in English at Kanda University, and an integrated seminar and field experience introduce students to Japanese social organization. Students are also placed in a home stay to facilitate language development. Note: Lawrence is not affiliated with the “language intensive program.”  The program is offered for a semester or academic year. Previous language study is not required though it is recommended.",N
7036,1.5 (Fall Sem 2023),OFFC,256,SFS SUSTAINABLE DEVELOPMENT,APR,21,,"This program is offered at a field station in the community of Atenas, located along the Rio Grande River in the Central Valley. Students enroll in four courses, each of which includes extensive field study and makes use of guest lecturers and opportunities to interact with the host community. The program provides environmental studies majors who wish to focus on policy issues with an opportunity to study the challenges that developing countries face as they attempt to increase prosperity while striving for levels of sustainable development that preserve natural resources. Previous language study required.",N
7037,1.5 (Fall Sem 2023),OFFC,257,MSID INTERNATIONAL DEVELOPMENT,APR,21,,"MSID seeks to engage students in an environment of reciprocal learning concerning local and global problems, with a particular focus on development issues. This program allows anthropology, environmental studies, government, psychology, and other students interested in the theoretical and practical implications of international development and social justice to study firsthand the challenges faced by developing countries. Students may apply to study in Ecuador, Ghana, and Kenya. This program is offered for a semester or academic year.",N
7038,1.5 (Fall Sem 2023),OFFC,258,ARCADIA NORTHERN IRELAND,APR,21,Sophomore Standing,"In this Conflict, Peace, and Transition program, students will critically examine the work of justice, reconciliation, and repair while studying the historical, political and religious roots of the conflict in Northern Ireland, the prospects for peace, and the progress being made. While living in Derry-Londonderry, students will take classes and participate on a seven-week-long internship. This program is offered in partnership with Augsburg University. PREREQUISITES: Sophomore Standing",N
7039,1.5 (Fall Sem 2023),OFFC,261,ISA GRANADA SPAIN,APR,21,,"This ISA program offers Spanish majors a classroom-based program with courses largely taught through the University of Granada program for foreigners. Based on the results of a placement exam administered on site, “high advanced” students may choose from courses, principally in the humanities, offered through the University of Granada Hispanic studies program. Students who do not pass the placement exam, usually students with “high intermediate” to “low advanced” language skills, may choose from a more limited curriculum in the Spanish Language and Culture program. In order to gain admittance to the Hispanic studies program, students will most likely need to have completed two to three classes beyond Spanish 202.",N
7040,1.5 (Fall Sem 2023),OFFC,262,IES GAIETY SCHOOL DUBLIN,APR,21,,"Study at the well-regarded Gaiety School of Acting provides a valuable opportunity for a theatre arts major to experience a semester focused on the craft of acting. Applicants must be theatre arts majors, have junior or senior standing by the beginning of the program and have an appropriate amount of coursework completed in the major. Final admission decisions rest with the Gaiety School.",N
7041,1.5 (Fall Sem 2023),OFFC,264,WOODS HOLE SEA SEMESTER,APR,21,,"SEA programs are designed to develop in students a talent for the application of scientific thinking and method to the marine environment. This program gives undergraduates the opportunity to study the ocean from a multitude of academic perspectives and to do it from the platform of a traditional sailing vessel. It is open to students in the sciences, humanities, and social sciences as well as to those who are “undecided.” This is a unique opportunity for Lawrence students, scientists and non-scientists alike, to learn about our maritime heritage (in art, literature, philosophy, and politics) and to develop the observational and investigative skills that grow from sustained attention to complex physical data. The 12-week program is divided into the Shore Component (the first six weeks) and the Sea Component (the remaining six weeks). No sailing experience is necessary. Note: Lawrence is not affiliated with the specialized programs “Oceans and Climate” and “Documenting Change.”",N
7042,1.5 (Fall Sem 2023),OFFC,265,BUDAPEST SEM IN MATHEMATICS,APR,21,,"This program allows students in math and computer science to study mathematics with eminent Hungarian instructors in Budapest. Hungary has a long tradition of excellence in mathematics education. All classes are taught in English. Classes are small and are held on the College International campus of the Technical University Budapest, near the city center.",N
7043,1.5 (Fall Sem 2023),OFFC,268,ISA BUENOS AIRES ARGENTINA,APR,21,,"ISA Buenos Aires offers a broad curriculum that includes a focus on Argentine and Latin American studies. Students may select from courses designed specifically for foreign students and, in the case of students with advanced fluency in Spanish, from the regular course offerings at the University of Belgrano. In this latter case, classes are taught by Argentine faculty and classmates are regular Argentine university students. The Latin American Studies option, however, is intended for students with intermediate and advanced Spanish who have an interest in the political, social, economic, and cultural aspects of Argentina. Previous language study required.",N
7044,1.5 (Fall Sem 2023),OFFC,270,IES AUCKLAND NEW ZEALAND,,21,,"IES Auckland offers students the opportunity for integrated study at the University of Auckland. The university offers courses in a wide variety of disciplines, with especially strong programs in anthropology, Pacific studies, vulcanology, natural science, and environmental science. This program is offered for a semester. Semester I begins in February and continues through June, and Semester II begins in July and continues through November.",N
7045,1.5 (Fall Sem 2023),OFFC,271,ISA ROME ITALY,APR,21,,"ISA Rome offers students the opportunity to enroll at the American University of Rome and become citizens of this ancient city for a semester. All courses are presented in English, and there is no language prerequisite, but a basic knowledge of Italian is encouraged and enrollment in Italian coursework during your time there is required. Courses are available to students in a variety of areas, including humanities, arts, sciences, computer science, history, literature, and language (with an emphasis on Italian and the classics). However, students should only select courses that are appropriate to the Lawrence curriculum. Students are housed in shared, apartment-style living quarters in neighborhoods close to the university campus, and the program includes several cultural activities and excursions.",N
7100,1.5 (Fall Sem 2023),OFFC,271,ISA ROME ITALY,APR,21,,"ISA Rome offers students the opportunity to enroll at the American University of Rome and become citizens of this ancient city for a semester. All courses are presented in English, and there is no language prerequisite, but a basic knowledge of Italian is encouraged and enrollment in Italian coursework during your time there is required. Courses are available to students in a variety of areas, including humanities, arts, sciences, computer science, history, literature, and language (with an emphasis on Italian and the classics). However, students should only select courses that are appropriate to the Lawrence curriculum. Students are housed in shared, apartment-style living quarters in neighborhoods close to the university campus, and the program includes several cultural activities and excursions.",N
7046,1.5 (Fall Sem 2023),OFFC,273,TEACHCHICAGO URBAN TEACHING PR,,24,,"Students seeking teacher certification can complete their student teaching practicum and seminar in the ethnically and culturally diverse urban Chicago environment. Placements are made in both public and private central-city Chicago schools. Students live in apartments located in Hyde Park, adjacent to the University of Chicago.",N
7047,1.5 (Fall Sem 2023),OFFC,274,BARD-SMOLNY RUSSIA PROGRAM,,21,,The Bard College program partners with Smolny College in St. Petersburg to offer students a comprehensive Russian as a Second Language program in combination with Russian-taught elective courses.  The elective courses are integrative and taken with Russian students who are regular degree-seeking students at Smolny.,N
7048,1.5 (Fall Sem 2023),OFFC,276,SUNY MADAGASCAR SEMESTER,,21,,"The Madagascar Semester through Stony Brook University offers students interested in anthropology, biology, primatology, or ecology an option for field study in biodiverse Ranomafana National Park.  During the program, students enroll in four courses: Primate Behavior and Ecology, Ecosystem Diversity and Evolution, Field Methods in Primatology and Field Biology, and an Independent Study.   This program is open to juniors and seniors, though, well qualified sophomores may be considered. ",N
7049,1.5 (Fall Sem 2023),OFFC,277,IES AMSTERDAM SCHOOL OF MUSIC,,21,,"Music students may apply to the prestigious Amsterdam School of Music which offers a highly-individualized course of study.   Musical training through this program is facilitated and administered by IES.  As a large conservatory in the Netherlands, the Amsterdam School of Music takes advantage of the city's established reputation in both classical and contemporary music. The school is dedicated to high standards of teaching, performing, and creating music.  Music students participating in this program should be strong in performance, composition, and/or theory and have the motivation and intention to succeed in this highly individualized and rigorous environment.",N
7050,1.5 (Fall Sem 2023),OFFC,279,IES QUITO ECUADOR,,21,,"IES Quito offers the opportunity for students to explore and study Spanish in an Andean location.  Students in the Area Studies and Language track pursue Spanish language study, Spanish-taught IES elective courses, and have the option of integrating study at a local partner university.  Students with advanced language skills can take part in the Direct Enrollment track where students take their full course load in the local university.  Students may also pursue internships.  Students are placed in a home stay to facilitate language development and cultural immersion.",N
7051,1.5 (Fall Sem 2023),OFFC,285,AMERICAN UNIVERSITY IN CAIRO,,Variable,,"The American University in Cairo (AUC) is a liberal arts institution and a premier English-language university in the Arab world.  This direct enrollment study abroad program offers content courses in English in a range of disciplines while also offering high-quality Arabic instruction.  While it is suggested that students have some experience with Arabic before attending this program, this is not required and students with an interest in the Middle East from a variety of academic backgrounds will find courses from AUC’s course offerings.  Courses are available for Anthropology, Arabic, Art History, Government, and Religious Studies students.",N
7052,1.5 (Fall Sem 2023),OFFC,287,EARTH & ENVIRONMENT IN ITALY,,21,,"This program provides an opportunity for students to explore, study, and practice environmental science and geoscience in the field.  The program is located with easy access to world-class field sites in a region which presents a unique laboratory for understanding earth systems through time.  The program offers opportunities for genuine scientific field study and research with an earth systems perspective.  Students conduct independent research projects during the semester.  The program also provides cultural experiences and language training in addition to hands on field training.",N
7053,1.5 (Fall Sem 2023),OFFC,289,ACM ARTS/ENTREPRNSHP/URBN STDY,,21,,"This program immerses students academically, professionally, and personally with life in Chicago.  The primary areas of emphasis in the program are Arts, Entrepreneurship, and Urban Studies and students have the opportunity to explore one of these topics in depth, or participate in class work and projects across these disciplines.  The program offers an mix of academic work, a supervised internship, independent study project, common core course about the city of Chicago, and a variety of seminars focused on the arts and creativity, innovation and entrepreneurship, and urban studies and social justice.  Study is for a semester.",N
7054,1.5 (Fall Sem 2023),OFFC,291,UNIVERSITY OF MALAGA SPAIN,,21,,"This program is designed for advanced Spanish students who are independent and wish to pursue directly enrolling in a Spanish university for a full academic year.  The University of Málaga (UMA) is a public institution with a strong reputation in the European Higher Education Area.  Students take courses within academic departments at UMA as well as a language preparation class, if necessary.   UMA offers a broad curriculum and students choose classes in consultation with their Lawrence faculty advisor.  Students are housed in university dormitories.",N
7055,1.5 (Fall Sem 2023),OFFC,292,ACM JORDAN,,21,,"The ACM Middle East and Arabic Language Studies in Amman, Jordan program provides students with an immersive cultural and academic experience in Jordan and the opportunity to explore a variety of topics related to the Middle East.  Students take Arabic language classes available at all proficiency levels, elective classes in a variety of subject areas, and carry out an independent study project overseen by ACM guest faculty.   This program offers content courses taught in English from a range of disciplines while also offering high-quality Arabic instruction.   Students live in a homestay.  Most participants will be juniors or seniors, though, applications for sophomore year are considered as well.  This program does not require previous Arabic instruction.",N
7056,1.5 (Fall Sem 2023),OFFC,293,ACM SHANGHAI CHINA,,21,,"This program is an opportunity for students from a range of disciplines who are interested in China's rapid urbanization and economic rise during the post-1978 reform era.  The program has been designed for students with a range of abilities in Mandarin Chinese from none at all to advanced study.  Participants will take a language course, choose two courses for elective study and undertake an independent study project.",N
7057,1.5 (Fall Sem 2023),OFFC,294,UNIV OF TWENTE NETHERLANDS,,21,,"This program is designed for students in Physics and the sciences who wish to pursue courses and research through directly enrolling in a host university.  The University of Twente  in Enschede, Netherlands is a research university which focuses on the development of technology and its impact on people and society and offers degree programs in the fields of technology and behavioral and social sciences.",N
7058,1.5 (Fall Sem 2023),OFFC,295,ACM AMSTERDAM,,21,,"Students take courses at the Vrije Universiteit Amsterdam (VU Amsterdam).  Students take a course on Dutch culture and language, elective classes from VU's elective options, and have the option to undertake an independent study project working with a faculty member visiting from one of the ACM home campuses.  VU is known for their strong science programs, particularly global health, biomedicine, and neuroscience as well as offering courses in psychology, earth sciences, and other areas.  Courses are taught in English.    ",N
7059,1.5 (Fall Sem 2023),OFFC,296,AMIDEAST MOROCCO,,21,,An area and Arabic language studies program in Morocco through AMIDEAST.,N
7060,1.5 (Fall Sem 2023),OFFC,297,CGE-BUDDHIST STUD IN INDIA,,21,,"This program is through Carleton University’s Global Engagement Programs.  Courses are taught in English, but students also have the opportunity to learn either Hindi or Tibetan.  The program is located in Bodh Gaya, a unique pilgrimage center in northern India. Bodh Gaya is home to more than 40 Buddhist temples within a largely Hindu and Muslim community.",N
7061,1.5 (Fall Sem 2023),OFFC,298,AMIDEAST AMMAN JORDAN,,21,,"AMIDEAST is a cultural and educational organization with experience operating study abroad programs in the Middle East and North Africa. Opened in 2009, AMIDEAST Jordan offers students Arabic language classes and a range of elective classes that our students could select according to their academic or disciplinary interests. The community-based learning course is an elective class placing students at various local organizational and workplace settings, ideal for students wanting a service-learning, internship or independent study experience.",N
7062,1.5 (Fall Sem 2023),OFFC,299,IES AMSTERDAM:PSYC & SCIENCES,,21,,"This course will be of special interest to students in the sciences and Environmental Studies. Students will take semester-based courses primarily at the Vrije Universiteit Amsterdam (VU Amsterdam). Courses are taught in English, but students will also have the option of taking Dutch-language classes through the IES center.",N
7063,1.5 (Fall Sem 2023),OFFC,300,IFSA-BUTLER CONTEMPORARY INDIA,,21,,The IFSA-Butler Contemporary India program will give students from a broad range of disciplinary backgrounds an opportunity to explore unique issues facing the world’s largest democracy as a multi-cultural society and rising superpower. Courses span from social justice to development economics as well as an intensive field-based component.,N
7064,1.5 (Fall Sem 2023),OFFC,301,CET SHANGHAI,,21,,"The CET Shanghai program will give students without an intensive Chinese language background an opportunity to explore a range of topics in Shanghai, with particular strength in the Social Sciences. An internship in a wide array of fields, and elective classes.  The program is located at Donghua University’s downtown Shanghai campus. This program will appeal particularly to students interested in East Asian Studies, Chinese, Economics, Government, and Global Studies.",N
7065,1.5 (Fall Sem 2023),OFFC,304,SIT CZECH REPUBLIC,APR,21,,"The SIT Arts and Social Change program in the Czech Republic allows students to explore the Czech Republic’s contemporary art scene, while also engaging with the role of art as an active agent of social change throughout the country’s history. Students live in Prague and travel to other locations in Eastern Europe to explore their cultures, visit art centers, meet with activists, and create traditional art. Students complete a final Independent Study Project that can either be an arts-based or field-based research project.  The Arts and Social Change program consists of 16 credits, with courses taught in English. The program is rooted in interdisciplinary coursework, with a critical focus on education and social change. Students participate in intensive elementary language instruction and field-based activities. The final month of study consists of the completion of an Independent Study Project (ISP) critically examining a topic related to the program theme. This project can be field-based or arts-based, wherein a student produces creative work to fulfill this requirement. Required courses for this program consist of Czech History, Arts and Civil Society I (3 credits); Research Methods and Ethics in the Arts (3 credits), and the Independent Study Project (4 credits).  Students choose one additional course, either Arts Studio (3 credits) or Czech History, Arts, and Civil Society II: Creativity in Context (3 credits).",N
